locality,year,price
KALIM,2018,326500
KALKALLO,2018,548000
KALLISTA,2018,737500
KALORAMA,2018,686500
KANGAROO FLAT,2018,325000
KANGAROO GROUND SOUTH,2018,930000
KANIVA,2018,164000
KEALBA,2018,612000
KEILOR,2018,815000
KEILOR DOWNS,2018,666000
KEILOR EAST,2018,830000
KEILOR LODGE,2018,715000
KEILOR PARK,2018,770000
KENNINGTON,2018,383500
KENSINGTON,2018,1020000
KERANG,2018,177000
KEW,2018,2380000
KEW EAST,2018,1800000
KEW NORTH,2018,1767500
KEYSBOROUGH,2018,756000
KIALLA,2018,418000
KILCUNDA,2018,496000
KILLARA (WODONGA),2018,420000
KILMORE,2018,440000
KILSYTH,2018,685500
KILSYTH SOUTH,2018,826000
KINGLAKE,2018,480000
KINGS PARK,2018,550000
KINGSBURY,2018,730000
KINGSVILLE,2018,990000
KNOXFIELD,2018,815000
KOO WEE RUP,2018,508500
KOONDROOK,2018,268000
KOOYONG,2018,2630000
KOROIT,2018,349000
KORUMBURRA,2018,317500
KURUNJANG,2018,435000
KYABRAM,2018,261000
KYNETON,2018,550000
LAKE BOGA,2018,232500
LAKE GARDENS,2018,575000
LAKE TYERS BEACH,2018,300000
LAKE WENDOUREE,2018,775000
LAKES ENTRANCE,2018,328000
LALOR,2018,623500
LANCEFIELD,2018,456000
LANG LANG,2018,475000
LANGWARRIN,2018,642500
LARA,2018,515000
LARA LAKE,2018,525000
LAUNCHING PLACE,2018,531000
LAVERTON,2018,579000
LAVERTON SOUTH,2018,646000
LEITCHVILLE,2018,109500
LENEVA,2018,387500
LEONGATHA,2018,360000
LEOPOLD,2018,500500
LILYDALE,2018,706500
LINTON,2018,236500
LISMORE,2018,132500
LOCH SPORT,2018,230000
LONG GULLY,2018,269000
LONGWARRY,2018,403000
LORNE,2018,1275000
LOVELY BANKS,2018,525000
LOWER PLENTY,2018,1055000
LUCAS,2018,395000
LUCKNOW,2018,280000
LYNBROOK,2018,640000
LYNDHURST,2018,695000
LYSTERFIELD,2018,976500
MACEDON,2018,815000
MACLEOD,2018,922500
MADDINGLEY,2018,442000
MAFFRA,2018,261500
MAIDEN GULLY,2018,495500
MAIDSTONE,2018,798500
MALDON,2018,420000
MALLACOOTA,2018,280000
MALMSBURY,2018,462000
MALVERN,2018,2661000
MALVERN EAST,2018,1900000
MANIFOLD HEIGHTS,2018,785500
MANOR LAKES,2018,526000
MANSFIELD,2018,430000
MARIBYRNONG,2018,1028500
MARONG,2018,365000
MARSHALL,2018,468000
MARYBOROUGH,2018,229500
MARYSVILLE,2018,477500
MCCRAE,2018,847500
MCKENZIE HILL,2018,495000
MCKINNON,2018,1555000
MCLOUGHLINS BEACH,2018,191000
MEADOW HEIGHTS,2018,510000
MEENIYAN,2018,292500
MELTON,2018,415000
MELTON SOUTH,2018,417000
MELTON WEST,2018,453000
MENTONE,2018,1080000
MERBEIN,2018,180000
MERINDA PARK,2018,523000
MERNDA,2018,573500
MERRIJIG (MANSFIELD),2018,461000
METUNG,2018,371500
MICKLEHAM,2018,520000
MIDDLE PARK,2018,2685000
MILDURA,2018,281500
MILL PARK,2018,657000
MILLGROVE,2018,411000
MINERS REST,2018,400000
MINYIP,2018,81000
